
3.7370	0.0279	8.3500	0.0152	1.9236	0.0211	6.5982	0.0295	7.8212	0.0322	5.5528	0.0231	6.8819	0.0172	4.2928	0.0275

3.7458	0.0193	8.3629	0.0141	1.9348	0.0203	6.5993	0.0302	7.8329	0.0387	5.5417	0.0324	6.8819	0.0140	4.2970	0.0245

3.7423	0.0171	8.3447	0.0169	1.9295	0.0204	6.5853	0.0202	7.8294	0.0326	5.5540	0.0521	6.8761	0.0175	4.3016	0.0225

3.7423	0.0192	8.3424	0.0217	1.9365	0.0241	6.5976	0.0231	7.8288	0.0267	5.5604	0.0243	6.8790	0.0140	4.2923	0.0246

3.7241	0.0179	8.3430	0.0181	1.9324	0.0207	6.6058	0.0266	7.8089	0.0346	5.7504	0.0175	6.8878	0.0146	4.2782	0.0238

3.7593	0.0284	8.3465	0.0154	1.9236	0.0229	6.5952	0.0260	7.8411	0.0366	5.6835	0.0316	6.8884	0.0181	4.2893	0.0186

3.7406	0.0186	8.3301	0.0320	1.9230	0.0193	6.5999	0.0349	7.8259	0.0288	5.8067	0.0354	6.8831	0.0131	4.2864	0.0198

3.7423	0.0229	8.3400	0.0236	1.9266	0.0237	6.6075	0.0265	7.8147	0.0236	5.7134	0.0208	6.9042	0.0175	4.2905	0.0178

3.7370	0.0215	8.3441	0.0175	1.9629	0.0231	6.6146	0.0263	7.8382	0.0259	5.7943	0.0713	6.8831	0.0143	4.2940	0.0200

3.7288	0.0263	8.3289	0.0204	1.9178	0.0119	6.6011	0.0254	7.8364	0.0330	5.5241	0.0335	6.8837	0.0101	4.2934	0.0287

3.7300	0.0187	8.3318	0.0235	2.0327	0.0510	6.6210	0.0334	7.8517	0.0351	5.8260	0.0418	6.8837	0.0138	4.2876	0.0219

3.7488	0.0243	8.3225	0.0246	1.9377	0.0359	6.6040	0.0283	7.8681	0.0383	5.6742	0.0360	6.8972	0.0112	4.2934	0.0252

3.7324	0.0207	8.3178	0.0181	2.0174	0.0408	6.6075	0.0229	7.8528	0.0279	5.5827	0.0229	6.8831	0.0131	4.2946	0.0291

3.7505	0.0253	8.3271	0.0162	1.9699	0.0353	6.6064	0.0221	7.8388	0.0296	5.4666	0.0986	6.8978	0.0184	4.3016	0.0182

3.7136	0.0241	8.3119	0.0321	2.5891	0.5167	6.6339	0.0270	7.8423	0.0246	5.6712	0.1759	6.8866	0.0104	4.3163	0.0281

3.7341	0.0154	8.3342	0.0227	1.9858	0.0245	6.6093	0.0281	7.8616	0.0321	5.7140	0.0616	6.8860	0.0143	4.2858	0.0271

3.7382	0.0285	8.3096	0.0205	2.0286	0.0229	6.6081	0.0148	7.9197	0.0400	5.8020	0.0287	6.8761	0.0141	4.2870	0.0246

3.7171	0.0258	8.4338	0.0260	2.2490	0.1542	6.6720	0.0329	7.8253	0.0262	5.6484	0.2031	6.8913	0.0109	4.2946	0.0215

3.7693	0.0334	8.3969	0.0225	1.9746	0.0357	6.5952	0.0282	7.8223	0.0212	5.5071	0.0278	6.8573	0.0156	4.3104	0.0253

3.7036	0.0167	8.2972	0.0241	2.2590	0.4208	6.6122	0.0229	7.8493	0.0344	5.6906	0.0456	6.9048	0.0146	4.2987	0.0266

3.7318	0.0179	8.3682	0.0200	2.0280	0.0777	6.5987	0.0202	7.8012	0.0275	5.6208	0.0348	6.8778	0.0116	4.2946	0.0194

3.7382	0.0166	8.3424	0.0219	1.9371	0.0193	6.5858	0.0240	7.8112	0.0319	5.7680	0.0307	6.8983	0.0114	4.3046	0.0269

3.7429	0.0232	8.3459	0.0118	1.9043	0.0172	6.6122	0.0263	7.8259	0.0219	5.6660	0.0340	6.8860	0.0135	4.3028	0.0273

3.7394	0.0169	8.3529	0.0169	1.9066	0.0150	6.6046	0.0219	7.8253	0.0340	5.6683	0.0877	6.8808	0.0141	4.3052	0.0270

3.7470	0.0220	8.3389	0.0243	1.9084	0.0246	6.5982	0.0330	7.8153	0.0320	5.6572	0.0460	6.8925	0.0150	4.2858	0.0225

3.7406	0.0206	8.3336	0.0159	1.9553	0.0222	6.5999	0.0297	7.8200	0.0222	5.5651	0.0280	6.8802	0.0144	4.2870	0.0265

3.7458	0.0248	8.3324	0.0186	1.9477	0.0187	6.5976	0.0261	7.8264	0.0267	5.5903	0.0345	6.8901	0.0159	4.2928	0.0232

3.7593	0.0224	8.3230	0.0233	1.9307	0.0200	6.6023	0.0295	7.8247	0.0318	5.5440	0.0323	6.8901	0.0120	4.3140	0.0196

3.7388	0.0169	8.3307	0.0231	1.9137	0.0263	6.6099	0.0241	7.8417	0.0307	5.5845	0.0261	6.8978	0.0098	4.2876	0.0243

3.7552	0.0214	8.3418	0.0251	1.9266	0.0196	6.6028	0.0293	7.8370	0.0353	5.6460	0.0325	6.8895	0.0137	4.2741	0.0225

3.7499	0.0219	8.3430	0.0162	1.9418	0.0199	6.6070	0.0267	7.8276	0.0332	5.6032	0.0136	6.8843	0.0128	4.2870	0.0182

3.7494	0.0217	8.3371	0.0167	1.9488	0.0189	6.5970	0.0303	7.8141	0.0322	5.5493	0.0241	6.8860	0.0150	4.3069	0.0265

3.7359	0.0107	8.3412	0.0210	1.9242	0.0190	6.6017	0.0314	7.8235	0.0281	5.5258	0.0347	6.8849	0.0154	4.3016	0.0297

3.7394	0.0283	8.3412	0.0185	1.9559	0.0202	6.6081	0.0360	7.8264	0.0300	5.8606	0.0818	6.8831	0.0107	4.3028	0.0214

3.7341	0.0164	8.3342	0.0148	1.9148	0.0215	6.5987	0.0210	7.8294	0.0316	5.5680	0.0204	6.8878	0.0097	4.3093	0.0212

3.7394	0.0285	8.3389	0.0245	1.9418	0.0175	6.6017	0.0272	7.8223	0.0330	5.5721	0.0298	6.8831	0.0146	4.3028	0.0217

