timestamp,left_ticks,right_ticks
0.0,12.281864531522263,12.281864531522263
0.115,46.54180243524225,44.60256066710716
0.229,84.68022387523244,79.50891249353886
0.343,120.87940354708753,114.41526431997055
0.457,157.72499714165434,151.26085791453735
0.571,195.8634185816445,188.10645150910412
0.685,232.70901217621127,224.30563118095924
0.799,269.55460577077804,261.151224775526
0.911,304.46095759720976,295.411162679246
1.026,342.5993790371999,332.25675627381275
1.139,379.4449726317667,368.4559359456678
1.251,416.2905662263335,405.3015295402346
1.363,452.4897458981887,440.2078813666663
1.478,490.62816733817886,476.40706103852136
1.591,526.827347010034,511.3134128649531
1.704,564.9657684500241,548.1590064595198
1.817,601.811362044591,584.3581861313749
1.93,639.9497834845812,621.2037797259417
2.046,678.0882049245714,658.0493733205084
2.159,716.8730402872733,694.8949669150752
2.272,753.0722199591283,729.8013187415069
2.385,789.917813553695,766.0004984133619
2.498,828.0562349936853,802.199678085217
2.611,864.2554146655403,838.398857757072
2.724,901.1010082601072,874.5980374289271
2.837,939.2394297000973,911.4436310234939
2.95,976.0850232946642,947.642810695349
3.066,1014.2234447346543,985.7812321353391
3.179,1052.3618661746443,1021.9804118071942
3.294,1091.1467015373462,1060.1188332471843
3.407,1129.2851229773364,1096.9644268417512
3.52,1166.1307165719033,1133.1636065136063
3.634,1202.97631016647,1169.3627861854611
3.747,1241.761145529172,1206.208379780028
3.86,1277.960325201027,1241.1147316064596
3.973,1314.805918795594,1277.3139112783147
4.089,1351.6515123901609,1314.1595048728816
4.202,1388.4971059847276,1350.3586845447367
4.315,1425.3426995792945,1385.2650363711682
4.428,1463.4811210192847,1422.1106299657351
4.541,1500.3267146138514,1457.0169817921667
4.654,1537.1723082084184,1493.8625753867336
4.769,1575.3107296484084,1530.7081689813006
4.882,1613.4491510883986,1566.9073486531554
4.995,1651.5875725283888,1603.1065283250105
5.113,1690.3724078910907,1641.2449497650007
5.226,1727.2180014856574,1676.1513015914325
5.339,1765.3564229256476,1712.3504812632875
5.452,1803.494844365638,1748.5496609351426
5.565,1841.6332658056283,1785.3952545297093
5.683,1880.4181011683302,1823.5336759696995
5.796,1918.5565226083204,1860.3792695642662
5.909,1955.402116202887,1897.224863158833
6.022,1993.5405376428776,1933.424042830688
6.138,2032.3253730055794,1971.5624642706782
6.251,2069.170966600146,2008.408057865245
6.364,2107.309388040136,2046.5464793052352
6.477,2146.0942234028385,2083.392072899802
6.59,2184.2326448428284,2120.2376664943686
6.703,2222.371066282819,2157.0832600889353
6.818,2261.1559016455208,2195.2216815289253
6.931,2299.294323085511,2231.4208612007806
7.044,2337.432744525501,2269.559282640771
7.161,2377.5104077336264,2308.344118003473
7.274,2415.648829173617,2346.482539443463
7.387,2452.4944227681835,2382.681719115318
7.5,2490.6328442081735,2418.880898787173
7.613,2530.710507416299,2457.665734149875
7.726,2568.848928856289,2494.5113277444416
7.839,2606.9873502962796,2531.3569213390083
7.952,2645.7721856589815,2568.202514933575
8.065,2682.617779253548,2604.4016946054303
8.181,2723.341856384385,2642.5401160454203
8.294,2762.126691747087,2680.6785374854107
8.407,2800.2651131870775,2717.5241310799775
8.52,2838.4035346270675,2753.7233107518323
8.635,2876.541956067058,2791.8617321918227
8.748,2915.32679142976,2828.7073257863894
8.861,2953.4652128697503,2865.552919380956
8.974,2992.250048232452,2903.691340820946
9.087,3031.034883595154,2940.536934415513
9.204,3069.1733050351445,2977.3825280100796
9.317,3107.9581403978464,3015.52094945007
9.455,3153.207114987665,3060.769924039889
